title,title_id,genre,authors,weekdays,length,subscribers,views,likes,status,synopsis,rating,year
My Clueless Love Diary,7446,ROMANCE,"Solar, Yonghyun",FRIDAY,Short,74408,1387085,125717,ONGOING,"Sebagai penerus keluarga konglomerat, Cho Eun tidak pernah kekurangan apa pun. Sejak kecil, ia menganggap bahwa dirinyalah yang paling istimewa di antara semua orang. Namun satu-satunya hal yang tidak Cho Eun miliki adalah seorang teman, dan sebuah interaksi traumatis di masa kanak-kanaknya pun akhirnya membuat Cho Eun bertekad untuk mempelajari bagaimana “orang biasa” hidup. Saat masuk universitas, Cho Eun punya kesempatan untuk menguji apa yang selama ini ia pelajari, tapi tiba-tiba ada empat cowok yang tiba-tiba muncul di sekelilingnya dan membuat kehidupan kampusnya jauh dari normal! Apakah Cho Eun akan mendapatkan teman… atau malah lebih dari teman?",5,2025
Plaza Wars: Mercy for None - Kisah Asli Drama,7445,ACTION,"KIM GYUN TAE, O SE HYUNG",FRIDAY,Short,21334,480218,29863,ONGOING,"Baca webtoon cerita asli dari drama ""Mercy for None""! Gijun adalah petarung terkuat yang mengakhiri perebutan kekuasaan di antara gangster di Seoul. Tapi di saat itu, adik laki-lakinya sendiri mengambil posisi tinggi di kelompok musuh. Gijun pun akhirnya memilih meninggalkan dunia gangster demi menghindari pertarungan dengan saudaranya.

15 tahun kemudian, Gijun mendapat kabar bahwa adiknya itu dibunuh. Dia pun bertekad untuk menemukan semua pelaku pembunuhan adiknya dan membalas dendam.",5,2025
The Duke's Fake Daughter,7444,ROMANTIC FANTASY,"LEJ, tenya, Cassiopeia",THURSDAY,Short,96766,2439901,229918,ONGOING,"“Jadilah diriku… Hiduplah demi bagianku juga.”

Itulah kalimat terakhir sahabatku di panti asuhan yang ternyata adalah satu-satunya putri Duke di negara ini. Demi mewujudkan wasiatnya, aku pun pergi menemui Duke Maynard berbekal barang peninggalan sahabatku untuk berpura-pura menjadi putri Duke.

Walau perasaanku penuh kegelisahan dan takut identitas asliku terungkap, aku tak masalah asal bisa memberikan apa yang sahabatku inginkan. Yang terpenting saat ini, 'putri Duke' telah kembali.",5,2025
Ugly Duckling Complex,7443,ROMANCE,"sayosae, JANG CHAESAN, EUNWOO",WEDNESDAY,Short,70656,1968493,155500,ONGOING,"Ajin hanya tertarik pada baking dan mengutamakan persahabatan di atas segalanya! Ketika Junwoo yang ganteng dan populer mendekati Ajin yang biasa-biasa aja, kehidupan sehari-harinya mulai kacau… Apa jadinya kisah di antara Junwoo yang usil dan Ajin yang polos?",2.9,2025
The Knight Becomes a Black Flower,7442,ROMANTIC FANTASY,"KM, Hwang bareum, CHEON SE SONG",TUESDAY,Short,106894,3387111,274711,ONGOING,"Diana Lesley yang mati secara mengenaskan sebagai seorang kesatria memulai kehidupannya lagi ke masa di mana dia belum memutuskan ingin melanjutkan takdir menjadi kesatria atau seorang lady.
Tak ingin mengulang kematian yang sama, Diana mengubah pilihan besarnya untuk menjadi seorang lady.
Akankah pilihan ini membuat akhir hidup Diana lebih baik?",5,2025
The Substitute Bride,7441,ROMANCE,"RedpeachStudio, Banhara",SUNDAY,Short,200390,6050680,346713,ONGOING,"Yoon Seoah, seorang pekerja paruh waktu, datang ke pernikahan teman kerjanya, Jin Nari, untuk mengucapkan selamat. Siapa sangka kedatangannya hari itu malah menjadikannya pengantin wanita di acara yang awalnya dia datangi sebagai tamu undangan?
Sang pengantin pria, Tae Minhyuk, awalnya terkejut dengan sosok Seoah. Tapi sepertinya semua jadi sesuai rencana?",2.45,2025
Buku Harian Parenting,7440,SLICE OF LIFE,JAKKA,SATURDAY,Short,8958,235656,45014,ONGOING,"Bagaimana jadinya kalau pasangan otaku bertemu? Dimulai dari perkenalan pertama hingga pernikahan, bak takdir meliputi kisahnya, begini kehidupan Jakka dan Nyang sebagai sejoli penuh cerita!",5,2025
Sera,7439,ACTION,"Han Gi Ppeum, SEUNG",THURSDAY,Short,132985,3683684,343686,ONGOING,"SMA Gangsan, salah satu sekolah paling bermasalah seantero Korea Selatan, dikuasai oleh anak perempuan kelas 10, Goo Sera! Suatu hari, kakak yang dia kagumi tiba-tiba menjadi guru magang di sekolahnya… yang penuh dengan preman dan siswa problematik. Sera pun bertekad untuk mengubah sekolahnya menjadi sekolah teladan! 

Saksikan kisah masa sekolah Sera dari ""The Real Lesson""!",5,2025
The Merman Trapped in My Lake,7438,ROMANTIC FANTASY,"R.PPOBI, mitchu, Chi pa rang",MONDAY,Short,170102,3518830,314295,HIATUS,"Servane Noxirel, seorang gadis yang selama hidupnya terkurung di kediamannya bersama penyakitnya, tak pernah merasakan rasanya ""suka cita"" dan ""kebebasan"" yang sesungguhnya. Seperti sang ibu, dirinya ""terlindungi"" oleh ""perlindungan"" sang ayah yang menyesakkan.
Suatu hari, sisi Servane yang tak pernah terlihat darinya muncul. Seperti sang ayah, Servane mulai menunjukkan sisi obsesifnya setelah bertemu seorang duyung, Mel, yang membuka matanya akan keindahan yang belum pernah ia pandang sebelumnya. Apa yang akan terjadi di antara Servane dan Mel?",5,2025
Daycare Guna,7434,SLICE OF LIFE,GUNA,SUNDAY,Short,25461,334129,62167,ONGOING,"Seorang guru harus palugada! Apa saja bisa!
Seperti Bu Guru Guna yang harus selalu siap melakukan apa saja, menjadi apa saja, siap siaga, dan menyayangi murid-murid mungilnya!
Penuh tips and trik, bagaimana Bu Guru Guna menjalani setiap harinya?",5,2025
The Regressed Empress's Abduction Marriage,7432,ROMANTIC FANTASY,greeon,FRIDAY,Short,138063,3902515,280781,ONGOING,"Eliano Rosana yang pada awalnya menolak untuk dinikahkan paksa dengan pangeran dari negara musuh, lambat laun jatuh cinta pada suaminya tersebut. Namun, setelah menjadi permaisuri, hidupnya berubah 180 derajat karena tidak bisa memberikan keturunan bagi kekaisaran dan berakhir mati menyedihkan. Saat Eliano membuka matanya, ia kembali ke masa lalu. Eliano pun bertekad untuk tak menikahi lelaki itu seumur hidupnya. Di saat yang sama, muncul seorang pria yang menarik perhatiannya, Grand Duke dari wilayah utara, Flint Howard. Apa yang terjadi pada Eliano saat Flint Howard yang terkesan sedingin es menculiknya secara tiba-tiba?!",2.9,2025
The Player Hides His Past,7431,FANTASY,"Vinukki, Gaechaban, Badass",THURSDAY,Short,49066,1352014,128660,ONGOING,"Saat permainan virtual reality ""Chronicles of Arcana"" terealisasi di dunia nyata, seorang ‘player’ yang telah berasimilasi dengan karakter permainan mereka muncul dan melindungi dunia dari kehancuran.

Lee Hoyeol yang tadinya hanya seorang pekerja kantoran biasa tiba-tiba berasimilasi dengan karakter bernama Granfel Claudi Arpheus Romeo yang dia ciptakan saat SMP.

Karakter cringe buatannya itu ternyata adalah satu-satunya pemburu iblis yang tersisa! Mampukah Lee Hoyeol menggerakkan Granfel demi menyelamatkan dunia dari para iblis?",3.75,2025
To Die or To Fall In Love,7430,ROMANTIC FANTASY,HONEYB,MONDAY,Short,19141,620510,32923,ONGOING,"Kehidupan Isabella Woodville yang selama ini biasa-biasa saja tiba-tiba terobrak-abrik saat ia menyaksikan pembunuhan di pesta dansa bertopeng. Isabella pun diincar oleh pembunuh berantai dan dikirimi surat undangan hitam, hingga akhirnya ia diculik dan dibawah ke sebuah mansion terkutuk. Di sana, Isabella dan sang pembunuh misterius bertaruh… Jika Isabella jatuh cinta pada pria tersebut dalam waktu 15 hari, Isabella akan mati. Bagaimana permainan cinta itu akan berakhir?",5,2025
Purely Yours,7429,ROMANTIC FANTASY,jigong,SATURDAY,Short,61868,1941097,56448,HIATUS,"Demi menghindari pernikahan yang tak diinginkan, Sarah Mason memutuskan untuk tidur bersama Dean Brown yang adalah pelayan sekaligus teman masa kecilnya. Namun, keputusan itu ternyata membawa malapetaka bagi keluarganya dan juga hubungan pertemanan Saran dan Dean. Bisakah cinta melampaui kesenjangan status sosial di antara mereka?",5,2025
Peaceful Camping Life in Another World,7428,FANTASY,"MKk, GEUMUIHAENG, Irinbun",FRIDAY,Short,75331,2678402,369730,ONGOING,"Setelah kehilangan indra perasanya, koki terkenal Lee Kanghyun mengasingkan diri ke pedesaan yang sepi dan tenang untuk menghindari sorotan publik. Di rumah kakeknya, ia tak sengaja menemukan portal ke dunia lain. Kanghyun pun memutuskan utuk bersantai dan berkemah di dunia baru tersebut. Namun, para penghuninya ternyata tertarik pada Kanghyun… dan masakannya! Bisakah Kanghyun menjalani kehidupan yang tentram?",3.6,2025
In the Deep of Night,7427,ROMANCE,"Edith, RedpeachStudio",TUESDAY,Short,71335,1634308,76340,ONGOING,"Yoon Seona, seorang ibu yang sangat menyayangi putranya, Sebin, dikejutkan dengan fakta mencengangkan.
Suami yang dicintainya, yang menerima kehidupan karir Seona yang ia lepaskan sepenuhnya, ternyata selama ini mengkhianati cinta itu dengan sahabatnya sendiri.
Sudah kehilangan karir dan cintanya, kini ia juga harus kehilangan buah hatinya...
Apa yang harus dilakukan Seona pada hidupnya sekarang?!",5,2025
Romance Curse,7426,THRILLER,DAWON,MONDAY,Short,30763,1096596,106753,ONGOING,"Yang Heesu, seorang wanita yang selalu dihina karena rupanya, kini harus memulai kehidupan dari awal lagi setelah uang yang dimilikinya hangus menghilang.
Seperti tak cukup sudah tak terberkahi dalam rupa dan keuangan, kehidupan cinta Heesu juga penuh kesialan.
Tapi... semua itu mulai berubah setelah Heesu bisa ""menulis"" kisah hidupnya sendiri di suatu buku misterius yang tiba-tiba datang menyapanya.
Sebenarnya buku apa ini?!",5,2025
Evening Passages with the King,7425,ROMANTIC FANTASY,bori,SUNDAY,Short,51121,1618055,58853,ONGOING,"Seorang wanita cantik bertugas membacakan buku bagi sang raja muda pada malam-malam musim dingin selama seratus hari. Setelah merasakan ketegangan yang mendebarkan, mereka dengan cepat terhanyut dalam kehangatan satu sama lain.

Hingga rahasia yang selama ini dipendam itu terbongkar dan menyadarkan keduanya bahwa mereka hanya sedang terbuai mimpi yang manis.",5,2025
I've Fallen for the Empire's Greatest Villainess,7340,ROMANTIC FANTASY,"Atsushi, Perlacot, AJI",FRIDAY,Short,225247,6449057,516504,ONGOING,"Duke Raven yang terkenal sebagai playboy yang anti terhadap pernikahan, terpaksa menikah dengan Putri Charlene yang dikenal sering membuat para pria menangis.



Walau hubungan keduanya diprediksi tidak akan berjalan lancar, Putri Charlene dengan kepercayaan dirinya berkata, ""Kau pasti akan berakhir menyukaiku!""



Pernyataan wanita itu membuat Raven yang tadinya waspada mulai penasaran dengan sang putri yang mengungkapkan perasaannya dengan jujur. Perlahan tapi pasti, rasa penasaran itu pun berubah menjadi cinta...",3.25,2025
Pertarungan Para Jomblo,7339,ROMANCE,"JeongSaeng, JINJA",WEDNESDAY,Short,34475,1195774,152529,ONGOING,"Cari pacar = menangkan 500 juta won?Taruhan antara tiga wanita berusia 30 tahun dimulai! Gong Jurim yang nggak pernah pacaran, Kang Seonah yang punya deretan mantan sampah, dan Kim Chaeyul yang berpegang teguh pada prinsipnya–siapakah yang akan melepas status jomblonya lebih dulu?",5,2025
The Visitor of the Night,7338,ROMANCE,"MUTE, liveby",TUESDAY,Short,133305,2841800,136211,ONGOING,"""Siapakah laki-laki yang mendatangiku setiap malam?""

Seyeon bermimpi bercinta dengan seorang pria yang wajahnya tidak dapat dia lihat. Mimpi itu terasa begitu nyata sehingga membuatnya penasaran akan sosok pria tersebut.

Di tengah rasa penarasannya itu, Seyeon bertemu dengan Suhyeok yang datang dari Amerika Serikat sebagai dokter pribadi yang merawat ayahnya. Saat tatapan mereka bertemu, Seyeon merasakan kerinduan yang tak dapat dijelaskan dan perasaan yang familiar... Mungkinkah dia pria yang muncul dalam mimpinya?",5,2025
Mask Girl,7337,THRILLER,"Hee Se, maemi",MONDAY,Short,10223,607610,65457,ONGOING,"Berbekal wajah jelek dan tubuh ideal, Kim Momi menjalani kehidupan ganda yang penuh rahasia. Siang hari, ia seorang pekerja kantoran. Namun pada malam hari, ia berubah menjadi 'Mask Girl', seorang live streamer misterius dengan wajah tertutup topeng. Suatu hari, dunia gelap yang ia sembunyikan mulai terungkap hingga rentetan kejadian buruk pun menimpanya. Terjebak dalam kekacauan yang tak terduga, sanggupkah Kim Momi menghadapi konsekuensi dari rahasia yang selama ini ia simpan?",5,2025
The Unparalleled Hidden Rank Equipment,7336,FANTASY,"Toba Iori, moufu, Hanamajin, Kyoro",SATURDAY,Short,57311,1546751,93759,ONGOING,"Jinfrey memutuskan untuk menjadi seorang ‘petualang’ demi mendapatkan banyak uang dan menghidupi keluarganya.

Namun, saat dia akan menjadi seorang petualang, Jinfrey mengingat kembali kenangan kehidupan masa lalunya.

Dunia ini, tempat Jinfrey dilahirkan dan dibesarkan, adalah dunia yang sama dengan Ground Seven, permainan terkutuk yang pernah dia mainkan di kehidupan masa lalunya hingga dia disebut sebagai air mati…!

Meskipun dia malu dengan ingatannya yang tiba-tiba muncul kembali, Jinfrey, yang telah memperoleh pengetahuan unik, berusaha untuk menaklukkan yang tak tertandingi dengan Hidden Rank Equipment.",2.5,2025
Webcomic Hero Na Kanglim,7335,ROMANCE,"SONG JUNHYUK, LEE GYUNGMIN",WEDNESDAY,Short,31117,714666,34343,ONGOING,"Na Kanglim adalah seorang siswa SMA yang hobi membaca webtoon.

Suatu hari, protagonis wanita yang dia lihat di webtoon tiba-tiba muncul di depan matanya. Bahkan dia mengalami kejadian yang biasanya hanya terjadi di webtoon!

Masalahnya tidak ada karakter utama di dunia nyata yang bisa menyelamatkannya dari kejadian itu!

Berbekal pengetahuan yang dimilikinya dari membaca webtoon, mampukah Na Kanglim menyelamatkan protagonis wanita favoritnya?",5,2025
Girlfriend for Hire,7334,ROMANCE,"seohea, Rusena",MONDAY,Short,34338,896217,31330,COMPLETED,"Setelah keluarganya bangkrut, Kim Luna bekerja keras untuk mengumpulkan uang dengan bekerja paruh waktu sebagai pacar sewaan. Tujuannya adalah ‘kembali’ ke Segriel, rumah lamanya yang merupakan apartemen termahal di negara ini. Luna berhasil melangkah lebih dekat dengan tujuannya setelah bertemu Moon Seonghyeon, yang ternyata tinggal di rumah lama Luna. Dia pun memulai hubungan rahasia dengan Seonghyeon tanpa menyadari masa lalu Seonghyeon yang kelam...",2.75,2025
Kowloon: COPÓKA,7333,ACTION,Inhwi Baek,SUNDAY,Short,78955,1425980,89583,HIATUS,"Demi mencari adik perempuan satu-satunya, Seo Jintae memilih jalan berbahaya menjadi seorang pembunuh bayaran. Setelah menelusuri berbagai petunjuk, dia menemukan jejak bahwa adiknya terkait dengan Triad, geng kriminal terbesar di Hong Kong.

Jintae tanpa ragu pergi ke Hong Kong untuk mengungkap kebenaran dan menyelamatkan adiknya!",5,2025
How to Break Up Well,7331,THRILLER,"1172, kang moon song",SATURDAY,Short,25702,542451,44261,ONGOING,"Seo Doyoung adalah pria sempurna yang muncul di kehidupan Sejin yang tak punya siapa-siapa. Tapi kebahagiannya berumur pendek, Sejin mulai tak bisa terima dengan sikap Doyoung yang melampaui batas. Saat Sejin ingin putus dengannya, dia tak sengaja melihat sisi psikopat Doyoung… Apakah Sejin bisa putus dengan Doyoung tanpa mengancam nyawanya sendiri?",5,2025
Be By My Side,7330,ROMANTIC FANTASY,"bumto, Team yundo",THURSDAY,Short,249040,6725867,446669,ONGOING,"Sejak kecil, Eira Goldwyn ditakdirkan untuk menikah dengan putra mahkota. Tanpa diduga, pada malam pertama Eira dan sang putra mahkota, pria tersebut tidak jatuh cinta kepadanya. Pernikahan tersebut pun dibatalkan hanya sehari setelahnya. Setahun kemudian, reputasi Eira hancur dan ia menderita sakit kepala dan insomnia yang tak kunjung sembuh. Hampis setiap malam, ia mencari obat di Tweenveil, sebuah “klub malam”. Namun, obat yang dapat menyembuhkan Eira dari penyakitnya adalah… pria tampan?",2.7,2025
Elegant Desire,7329,ROMANCE,Kim Jong Geon,TUESDAY,Short,83447,2614730,108598,ONGOING,"Kim Solhee, seorang pemain viola yang hingga kini berkecimpung di industri musik, masih teringat oleh cinta pertamanya di desa. 
Tak ada habisnya gangguan dalam hidup, kini ia bertemu dengan cinta pertamanya itu yang ternyata menjadi selingkuhan ibu dari murid lesnya, Woo Heewon.
Apakah ini akan menjadi awal dari kisah cinta yang rumit?",5,2025
Despite the Risk,7328,ROMANCE,"seo soon bae, CHAEMILL, YOONSSOM",SATURDAY,Short,281936,9063965,297511,ONGOING,"Tak lagi kuat menahan cinta yang ia rahasiakan untuk sang bos, Seolha akhirnya mengajukan pengunduran diri agar bisa melupakan perasaannya. Namun, CEO Cha Jeongmu terus-menerus menolak pengunduran diri Seolha karena tidak ada yang bisa menyaingi kemampuan bekerja sekretarisnya tersebut. Saat Jeongmu menanyakan Seolha apa yang ia inginkan agar Seolha tetap bekerja dengannya, Seolha tiba-tiba melayangkan pertanyaan: “Maukah anda tidur dengan saya?”. Jawaban Jeongmu pun tidak disangka-sangka! Bagaimana hubungan mereka setelah itu?",5,2025
A Savage Proposal,7327,ROMANTIC FANTASY,"Y.JINHA, Lee yuna",WEDNESDAY,Short,175703,5368000,287741,ONGOING,"Ketika Lord Tiwakan yang terkenal kejam dan biadab merebut kerajaan Nauk, Putri Liene Arsac menghadapi dua pilihan sulit: menikah dengannya atau menyaksikan tanah airnya hancur. Namun, Lord Tiwakan tidak hanya mengejar kekuasaan; ia menginginkan Liene, dan sikapnya terhadap Liene perlahan membangkitkan ketertarikan dalam dirinya. Saat rahasia berbahayanya terungkap, keputusan Liene dapat mengubah nasib Nauk selamanya.",5,2025
Aku dan Anjingku,7326,SLICE OF LIFE,yee seon,TUESDAY,Short,12831,352545,56027,ONGOING,"Saat Dana, wanita yang hidupnya begitu-begitu saja, mengira tak ada hal bagus untuknya di dunia, ia dipertemukan oleh seekor anjing lucu!
Dan benar saja, kebahagiaan di hidupnya bermula dan tumbuh sesaat setelah Dana mengadopsi anak anjing menggemaskan bernama Myeongdong!",5,2025
Lika-liku Si Ubur-Ubur,7325,COMEDY,Ssapcho,MONDAY,Medium,9725,258119,35962,ONGOING,"Intip kehidupan Ssapcho, yuk! Masalah hidupnya nggak ada yang besar atau bagaimana, sih... Tapi... ada saja pokoknya!
Jangan berpikir hidup ini membosankan ya, karena kalau dipikir-pikir selama kita hidup, akan selalu ada masalah!
Kita tidak sendiri, ada Ssapcho di sini!",5,2025
Intertwined,7324,ROMANCE,"Song gong, Danbak, Dalnorae, MOMESURY",SUNDAY,Short,186579,5340200,239816,ONGOING,"Sebagai cucu satu-satunya presdir Grup Guseong, Gu Gyobeom bagai putra mahkota perusahaan tersebut. Hong Chayoon adalah cucu seorang pekerja dapur di Hyeonhamwon, rumah keluarga Gu. Perbedaan mereka bagai langit dan bumi, tapi sebenarnya mereka menyimpan perasaan pada satu sama lain… hingga suatu hari Chayoon tak sengaja menguping pembicaraan Gyobeom dengan ayahnya dan mendengar Gyobeom mengatakan suatu hal yang membuatnya patah hati dan menyerah akan cintanya. Enam tahun kemudian, keduanya bertemu kembali di pemakaman Presdir, dan sejak saat itu Gyobeom terus merayu Chayoon tanpa henti. Sebenarnya apa yang Gyobeom inginkan?",5,2025
After School Lessons for Unripe Apples,7323,ROMANCE,soonkki,FRIDAY,Short,26687,638972,114183,ONGOING,"Karya terbaru dari author ""Cheese in the Trap!""

Hwang Mi-ae yang hidupnya lurus-lurus saja, tiba-tiba harus berurusan dengan cowok yang dia kenal di masa kecilnya. Hidupnya pun kini dibuat jungkir-balik akibat cowok itu! Bisakah Hwang Mi-ae kembali menata hidupnya setelah kehadiran cowok itu?",4.15,2025
Tears on a Withered Flower,7322,ROMANCE,GAE,THURSDAY,Short,371041,10996416,574548,ONGOING,"Suami Haesoo tega berselingkuh dengan teman kantornya yang masih muda. Padahal, Haesoo yang sangat setia susah payah bekerja serabutan demi membantu sang suami membayar hutang! Di kehidupannya yang hampa dan layu, tiba-tiba seorang pria muda datang menawarkan rasa perhatian yang tak pernah Haesoo dapatkan lagi. ",3.6,2025
Pasutri Kentang,7321,SLICE OF LIFE,GAMZA,WEDNESDAY,Medium,16834,476248,74794,ONGOING,"Apa jadinya kentang menikah dengan manusia?
Kadang ribet, kadang absurd, kadang kocak, namun hari mereka diisi dengan kebahagiaan sederhana.
Ada yang bilang pasangan biasanya mirip, apakah itu berlaku juga untuk pasutri baru ini...?",5,2025
The Case of Joseon Queen Selection,7260,ROMANTIC FANTASY,"KANG DA HYE, Wol Woo",TUESDAY,Short,42268,1076345,96254,ONGOING,"Yun diperintahkan oleh raja untuk menyelidiki lima wanita untuk menemukan calon ratu. Untuk lebih mudah mendekati para wanita tersebut, ia membuat kontrak dengan Seo-kyung, penjaja paling berbakat yang menjual barang kepada para wanita, dan menyamar sebagai pasangan suami istri dan memulai perjalanannya untuk menemukan ratu terbaik Joseon!",5,2024
